task_key,env_id,bucket,risk_score,session_count,review_priority,constant_type,constant,prompt_mentions_constant,likely_source_app,occurrence_count,verifier_line_numbers,verifier_context,derivability_question,prompt_preview
task_iuxflcdhcj1y_n_1781704569850_f35noviu1__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,D_high_risk_manual_review,13.15,3,high,name_or_label,Dr. Danielle Park,False,medora,1,152,"# Line 1: Appointment title should be bold - about Dr. Danielle Park if normalized_contains(""Dr. Danielle Park"", body): success_accumulator.append(""[C] Park email: Contains appointment title with Dr. Danielle Park"")","Is this provider, clinic, or appointment uniquely selected by the prompt constraints?",I would like to book an appointment with a specialist because I have had some concerning symptoms flare up. I have been experiencing heartburn and an irregular heart beat recently for the...
task_iuxflcdhcj1y_n_1781704569850_f35noviu1__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,D_high_risk_manual_review,13.15,3,high,name_or_label,James Wu,False,medora,1,90,"body = email.get(""body_content"", """") if normalized_contains(""James Wu"", body): wu_email = email","Is this provider, clinic, or appointment uniquely selected by the prompt constraints?",I would like to book an appointment with a specialist because I have had some concerning symptoms flare up. I have been experiencing heartburn and an irregular heart beat recently for the...
task_iuxflcdhcj1y_n_1781704569850_f35noviu1__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,D_high_risk_manual_review,13.15,3,high,name_or_label,Upcoming video visit with Dr. James Wu,False,medora,1,109,"# Line 1: Appointment title should be bold - ""Upcoming video visit with Dr. James Wu, MD"" if normalized_contains(""Upcoming video visit with Dr. James Wu"", body): success_accumulator.append(""[C] Wu email: Contains appo...","Is this provider, clinic, or appointment uniquely selected by the prompt constraints?",I would like to book an appointment with a specialist because I have had some concerning symptoms flare up. I have been experiencing heartburn and an irregular heart beat recently for the...
task_k7ngh0g7q71x_n_1781992664263_8h2gytbji__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,D_high_risk_manual_review,12.05,3,high,name_or_label,"418 MAPLE RIDGE LANE, TACOMA, WA, 78704",False,meridian,1,613,"""resulting_fields"": [ (""mailing_address"", ""418 MAPLE RIDGE LANE, TACOMA, WA, 78704""), ],","Can this user-visible value be derived from prompt plus seed data, or is it an ungrounded verifier constant?",I am trying to get together updated information to request a credit line increase with Meridian. I was invited to update them on my yearly salary and monthly spending a few days ago and w...
task_k7ngh0g7q71x_n_1781992664263_8h2gytbji__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,D_high_risk_manual_review,12.05,3,high,name_or_label,MAPLE RIDGE,False,meridian,1,530,"addr_ok = True for component in [""418"", ""MAPLE RIDGE"", ""TACOMA"", ""WA"", ""78704""]: if not normalized_contains(component, mailing_addr):","Can this user-visible value be derived from prompt plus seed data, or is it an ungrounded verifier constant?",I am trying to get together updated information to request a credit line increase with Meridian. I was invited to update them on my yearly salary and monthly spending a few days ago and w...
task_leq16uslqvlv_n_1781275844925_0cgwctlkf__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,D_high_risk_manual_review,13.35,3,high,name_or_label,' in seed — no DB change needed,False,meridian,1,154,"success_accumulator.append( f""[C] Offer was already '{seed_status}' in seed — no DB change needed"") else:","Can this user-visible value be derived from prompt plus seed data, or is it an ungrounded verifier constant?","I requested a credit line increase on our Meridian account. Before I can complete the application, I need to verify income and housing expenses. I also want to evaluate whether Meridian's..."
task_matgvxxwzl4t_n_1781541869363_1kostyx0x__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,D_high_risk_manual_review,14.3,2,high,name_or_label,350 Fifth Avenue,False,medora,1,654,"actual_location = event_9006.get(""location"", """") if normalized_contains(""350 Fifth Avenue"", actual_location) and normalized_contains(""New York"", actual_location): success_accumulator.append(f""[C] Event 9006 location u...","Is this provider, clinic, or appointment uniquely selected by the prompt constraints?","I want to manage the asthma follow-up preparation, medication refill coordination, appointment management, calendar updates, and outstanding billing across Lifeline, Medora, and Latch. St..."
task_mkkgy4cmj0dr_n_1781644551453_p2xclptoe__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,D_high_risk_manual_review,13.2,3,high,name_or_label,Harbor Bank Alerts,False,meridian,1,135,"# Both contacts (id=1 Harbor Bank Alerts, id=2 Meridian Card Services) should have ""Banking"" category for contact_id, contact_name in [(1, ""Harbor Bank Alerts""), (2, ""Meridian Card Services"")]: contact = current.table...","Can this user-visible value be derived from prompt plus seed data, or is it an ungrounded verifier constant?","I have some spare time and I need to look into the bank alert that was sent to me on Latch yesterday. I flagged it to look into later, but now is the perfect time! Find the email and head..."
task_mkkgy4cmj0dr_n_1781644551453_p2xclptoe__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,D_high_risk_manual_review,13.2,3,high,name_or_label,Meridian Card Services,False,meridian,1,135,"# Both contacts (id=1 Harbor Bank Alerts, id=2 Meridian Card Services) should have ""Banking"" category for contact_id, contact_name in [(1, ""Harbor Bank Alerts""), (2, ""Meridian Card Services"")]: contact = current.table...","Can this user-visible value be derived from prompt plus seed data, or is it an ungrounded verifier constant?","I have some spare time and I need to look into the bank alert that was sent to me on Latch yesterday. I flagged it to look into later, but now is the perfect time! Find the email and head..."
task_olqncx5cxrq4_n_1781574270429_uhfhk55t2__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,D_high_risk_manual_review,10.8,4,high,name_or_label,3000 Madison St,False,medora,1,697,"location = margaret_event.get(""location"") or """" if normalized_contains(""3000 Madison St"", location): success_accumulator.append(f""[C] Margaret Hall event has correct location: '{location}'"")","Is this provider, clinic, or appointment uniquely selected by the prompt constraints?",I would like some help booking an appointment at a specialist as well as getting an appointment booked online for my primary care doctor for a referral or else my insurance doesn't cover ...
task_olqncx5cxrq4_n_1781574270429_uhfhk55t2__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,D_high_risk_manual_review,10.8,4,high,name_or_label,"Dr. James Wu, MD",False,medora,1,598,"# Title should include full name with suffix: ""Dr. James Wu, MD"" if normalized_contains(""Dr. James Wu, MD"", james_event.get(""title"", """")): success_accumulator.append(""[C] James Wu event title includes full name with s...","Is this provider, clinic, or appointment uniquely selected by the prompt constraints?",I would like some help booking an appointment at a specialist as well as getting an appointment booked online for my primary care doctor for a referral or else my insurance doesn't cover ...
task_olqncx5cxrq4_n_1781574270429_uhfhk55t2__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,D_high_risk_manual_review,10.8,4,high,name_or_label,"Dr. Margaret Hall, MD",False,medora,1,656,"# Title should include full name with suffix: ""Dr. Margaret Hall, MD"" if normalized_contains(""Dr. Margaret Hall, MD"", margaret_event.get(""title"", """")): success_accumulator.append(""[C] Margaret Hall event title include...","Is this provider, clinic, or appointment uniquely selected by the prompt constraints?",I would like some help booking an appointment at a specialist as well as getting an appointment booked online for my primary care doctor for a referral or else my insurance doesn't cover ...
task_qmr6zgds3jyt_n_1781554267041_qznhql8vr__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,D_high_risk_manual_review,13.65,2,high,name_or_label,Appointment with Dr Wu,False,medora,1,54,"# Verify title if normalized_contains(""Appointment with Dr Wu"", dr_wu_event.get(""title"", """")): success_accumulator.append(""[C] Event title contains 'Appointment with Dr. Wu'"")","Is this provider, clinic, or appointment uniquely selected by the prompt constraints?","I am overdue on a general check-up so I want to schedule that today. Also, I am so glad I have finally been added to a dental insurance plan at work so I can finally book a dental consult..."
task_qmr6zgds3jyt_n_1781554267041_qznhql8vr__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,D_high_risk_manual_review,13.65,2,high,name_or_label,Dr. Wu,False,medora,1,45,"# Find the Dr. Wu appointment event dr_wu_events = [e for e in new_events if normalized_contains(""Dr. Wu"", e.get(""title"", """"))]","Is this provider, clinic, or appointment uniquely selected by the prompt constraints?","I am overdue on a general check-up so I want to schedule that today. Also, I am so glad I have finally been added to a dental insurance plan at work so I can finally book a dental consult..."
task_qmr6zgds3jyt_n_1781554267041_qznhql8vr__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,D_high_risk_manual_review,13.65,2,high,name_or_label,Maya Rivera,False,medora,1,711,"typed_name = sig.get(""typed_name"", """") or """" if normalized_contains(""Maya Rivera"", typed_name): has_typed_sig = True","Is this provider, clinic, or appointment uniquely selected by the prompt constraints?","I am overdue on a general check-up so I want to schedule that today. Also, I am so glad I have finally been added to a dental insurance plan at work so I can finally book a dental consult..."
task_qmr6zgds3jyt_n_1781554267041_qznhql8vr__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,D_high_risk_manual_review,13.65,2,high,name_or_label,Wu Internal Medicine,False,medora,1,75,"location = dr_wu_event.get(""location"", """") if normalized_contains(""Wu Internal Medicine"", location): success_accumulator.append(""[C] Event location contains 'Wu Internal Medicine'"")","Is this provider, clinic, or appointment uniquely selected by the prompt constraints?","I am overdue on a general check-up so I want to schedule that today. Also, I am so glad I have finally been added to a dental insurance plan at work so I can finally book a dental consult..."
task_tvfwhbgglh_n_1781741268121_a1rgym0s6__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,D_high_risk_manual_review,10.2,2,high,name_or_label,Appointment Date label,False,medora,1,74,"(""Provider"", ""Provider label""), (""Appointment Date"", ""Appointment Date label""), (""Appointment Time"", ""Appointment Time label""),","Is this provider, clinic, or appointment uniquely selected by the prompt constraints?","In Lifeline, open the conversation ""Dermatology appointment waitlist and insurance card"" and verify that the active in-network insurance plan is Aetna Choice POS II Commercial. Then, in M..."
task_tvfwhbgglh_n_1781741268121_a1rgym0s6__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,D_high_risk_manual_review,10.2,2,high,name_or_label,Appointment Time label,False,medora,1,75,"(""Appointment Date"", ""Appointment Date label""), (""Appointment Time"", ""Appointment Time label""), (""Benjamin Lopez"", ""provider name Benjamin Lopez""),","Is this provider, clinic, or appointment uniquely selected by the prompt constraints?","In Lifeline, open the conversation ""Dermatology appointment waitlist and insurance card"" and verify that the active in-network insurance plan is Aetna Choice POS II Commercial. Then, in M..."
